1,1
2,3
3,15
4,28
5,92
6,143
7,374
8,462
9,530
10,569
11,605
12,714
13,798
14,841
15,854
16,877
17,888
18,904
19,924
20,927
21,931
22,936
23,951
24,965
25,967
26,968
27,974
28,974
29,976
30,976
31,976
32,983
33,983
34,983
35,985
36,985
37,985
38,993
39,1016
40,1032
41,1035
42,1036
43,1038
44,1043
45,1052
46,1079
47,1081
48,1082
49,1085
50,1115
51,1149
52,1165
53,1179
54,1185
55,1190
